"samplesize","efficiency","simulation","traindat.seed1","traindat.seed2","traindat.seed3","traindat.seed4","traindat.seed5","traindat.seed6","traindat.seed7","testdat.seed1","testdat.seed2","testdat.seed3","testdat.seed4","testdat.seed5","testdat.seed6","testdat.seed7"
50,"Max efficiency 0.1",117,979139705,922916627,350388885,289122547,562025105,547236811,220239467,741727068,708148557,759536539,19120334,52966709,919853906,288954268
50,"Max efficiency 0.1",118,660602592,203426255,276736221,72504940,255679117,891825455,895919566,484016274,272204214,991770435,686825781,839697742,184145919,76230066
50,"Max efficiency 0.1",119,19256142,468566387,967147822,254858774,822620709,387542990,832662339,96250871,934608680,428444013,870208640,474174229,356493545,678979491
50,"Max efficiency 0.1",120,3752852,406552766,354127223,315157356,426493388,450688497,865567222,800885771,940105322,557560364,451487957,267780193,606343267,2421819
50,"Max efficiency 0.1",121,292566964,785233962,608786075,60892354,927001604,763201152,981927622,907109625,258585367,353114844,988499641,595167777,157270814,41051760
50,"Max efficiency 0.1",122,7620570,411161720,768910555,347610944,129809611,973353537,729513306,994270520,201191720,10427280,310684706,374626557,249143338,135667492
50,"Max efficiency 0.1",123,998500096,842253179,328023409,924957333,218247237,851362076,475022711,28410195,183925882,727359233,804953961,750187899,265650856,148515193
50,"Max efficiency 0.1",124,677237287,438006015,597965017,669093719,339013821,717402584,909541828,903780015,614354875,581519869,747118801,518806758,356505791,576064090
50,"Max efficiency 0.1",125,259210413,169568435,783472321,137537284,37237208,585439752,938939764,569980780,403900775,620511357,627228845,563828442,324571265,423879780
50,"Max efficiency 0.1",126,928081981,825188485,474443354,707285879,577505022,687003285,788429780,465019636,564632559,343770285,236728557,86657457,473310264,400900153
50,"Max efficiency 0.1",127,321494279,58902122,880305828,638027918,47335770,16373871,118834111,782323473,498216347,757488511,976103674,892508509,156093992,294462358
50,"Max efficiency 0.1",128,452380077,792115015,354730263,903038880,166316796,128816820,745635980,235818271,246065394,936948628,711534141,763683916,44682071,835145237
50,"Max efficiency 0.1",129,282860650,50449210,657354083,499339832,135572555,172448580,234356090,174554001,572727874,2629316,276096743,819639016,426723558,352328919
50,"Max efficiency 0.1",130,990106475,902031017,318364378,194497412,461402138,646329347,871043490,56050237,192656247,498302009,100905781,420440364,993426583,464417023
50,"Max efficiency 0.1",131,392834285,257189969,760313016,116196444,603281186,353627496,811853213,738709980,140121052,498889360,228160776,459050344,383503145,351399650
50,"Max efficiency 0.1",132,439301494,553578793,196615360,701704803,868244595,280496124,601445392,380240057,151151930,873211547,119532818,697351445,321692862,326365359
50,"Max efficiency 0.1",133,551499229,341455375,789739646,855903460,294459578,672803081,541082354,124117633,720743114,269714978,533114130,126357132,349514633,39385769
50,"Max efficiency 0.1",134,422154477,833306951,652647124,493132492,122064386,282490838,162490194,374630707,377076063,482210199,549495564,787871905,886712841,843738049
50,"Max efficiency 0.1",135,6499328,327058390,817541246,902669408,304702607,959057869,965994524,269174851,103716354,184163348,748269301,986963236,245620179,691718965
50,"Max efficiency 0.1",136,285619157,387551555,760014858,672031905,426012525,933118108,57599675,628242101,676346705,122327844,425122341,931663673,189041502,91675409
50,"Max efficiency 0.1",137,754572063,700374697,620657563,525338253,683364832,352438336,565558347,38362908,934780668,753606215,836562583,442319780,308425644,10144548
50,"Max efficiency 0.1",138,19266487,401687488,658029561,425360828,608676366,470573075,787464395,284864740,329881740,356043565,811457476,787406627,190216775,377036773
50,"Max efficiency 0.1",139,57274129,723872812,236027409,81209143,80922633,277635315,975242949,59023536,403534801,116667766,616571415,782806234,468473750,866708316
50,"Max efficiency 0.1",140,921390243,71229576,468877551,368749857,340017443,485280729,42214426,78716856,75471891,609115741,775536236,72876840,632554822,118909998
50,"Max efficiency 0.1",141,987592761,825244878,730564352,83564114,742773811,80515173,456343667,423591328,675826169,441782860,504257610,316696532,681377096,65677491
50,"Max efficiency 0.1",142,805739569,989016992,396500974,92926065,733746545,744482428,692639549,632487732,106731680,480545024,181536519,501969517,518507552,528648607
50,"Max efficiency 0.1",143,829585803,46374251,524905493,549240644,173344381,306665889,57754380,533326650,432216472,813425961,557515926,726103893,967426867,953254114
50,"Max efficiency 0.1",144,752952878,59686501,11717047,29842468,670503443,155627851,503890417,704548638,836290922,717578304,685494899,265627503,433526180,113286474
50,"Max efficiency 0.1",145,104778541,487657481,192621238,822565136,411964122,937022083,475934179,682474658,760641491,167556350,265091545,597679614,831785123,472845668
50,"Max efficiency 0.1",146,532091851,678102793,217722034,487570097,583697361,46255781,149524525,341797365,930404156,794625308,758554359,629441588,219266672,892334088
50,"Max efficiency 0.1",147,302446815,436543503,623442955,814278158,996292884,113648108,824752060,722997010,554854392,809873104,445942227,57904764,763778574,490520406
50,"Max efficiency 0.1",148,27991054,843797795,424164184,357374579,377786744,272749209,444448122,383610544,498854438,37515863,740961726,50578546,752145970,228997319
50,"Max efficiency 0.1",149,930579490,228434432,654281446,998864841,656797976,484054219,870860578,710729995,497342719,906049097,860955689,624710811,669440674,903875934
50,"Max efficiency 0.1",150,255784175,662820885,129850284,110763638,248750406,898337655,773241311,362988571,697319874,478176426,981959147,150366325,159619801,511934332
50,"Max efficiency 0.1",151,76353400,666270031,108807214,510653108,285097282,619305211,681882899,184901454,379788041,666855937,582059686,984846683,644419137,897128755
50,"Max efficiency 0.1",152,841072998,783504085,641016254,5244392,120694473,617919425,455623783,953180557,538983563,539582148,8769054,392102267,847102157,89777541
50,"Max efficiency 0.1",153,53745111,424389383,305738111,654644445,176897328,563442395,958304382,907994377,619203954,768615032,781932637,124600531,152422755,24371328
50,"Max efficiency 0.1",154,415782861,518662806,405121613,971730707,342551501,688406751,82302722,241849437,455915150,856565068,594215681,239599844,914153176,672583282
50,"Max efficiency 0.1",155,398018265,669038806,908165667,102351355,882201960,135033285,279222257,690931527,44261832,22242686,726325509,802806919,693177713,531199437
50,"Max efficiency 0.1",156,715424223,209367431,353167087,215044184,682600095,318575118,723277065,766744356,177354583,229532975,565591188,497856546,865191592,355479427
50,"Max efficiency 0.1",157,217636022,167297570,701070021,920840175,542301852,822039512,774798699,820301131,545785075,417285986,848401291,160672354,197253683,684643267
50,"Max efficiency 0.1",158,583038859,428908727,258453296,601095784,740321042,551437170,685132211,782418113,991671250,806588823,511576925,872454407,223944333,344716245
50,"Max efficiency 0.1",159,4159581,730896256,884012281,227950895,870718081,431170331,765528641,413088332,843170443,772355509,142517787,846065088,646164568,779100102
50,"Max efficiency 0.1",160,183065941,61137738,34845951,999294300,793897497,233429585,82097022,708987071,475956832,621071218,232772955,451028042,401915777,625566253
50,"Max efficiency 0.1",161,354157672,113568004,621310321,812108703,961423045,217532001,176469169,246780122,770132290,567286956,977133475,751821362,854157968,494200741
50,"Max efficiency 0.1",162,135824316,537333553,132693092,878002008,762687312,333010666,621559173,633130526,942723591,877480889,64508860,854335793,862161048,395164961
50,"Max efficiency 0.1",163,427984903,854735218,857217811,653080679,754497566,816255578,202282573,557300728,365557137,201010735,223829206,799746067,973066552,617443914
50,"Max efficiency 0.1",164,153562303,671708800,160172560,611243500,532139638,898641219,711838704,296071025,40940711,886653738,448180090,750280719,106391319,730227527
50,"Max efficiency 0.1",165,148675722,335950815,398340024,953891823,779736875,282232030,969436610,937919397,108337311,551183576,57726580,132511465,773380846,297392141
50,"Max efficiency 0.1",166,729069148,102535903,374390432,925841161,524935973,347071133,808812635,200287532,808440032,587045043,720535161,23518519,901713394,270081350
50,"Max efficiency 0.1",167,321993804,581037497,3049648,656855292,255828721,707002067,824616781,799894959,298342798,278605832,822196759,283978303,923832422,282243992
50,"Max efficiency 0.1",168,126666269,203205901,733629414,753810006,83781561,657312529,978304952,626693586,902488214,271919475,32110183,279047381,757622099,630033304
50,"Max efficiency 0.1",169,436585973,815962234,845295524,28199695,658299800,519102255,438361947,21066191,428019608,767748911,753411189,501189409,150367102,451985347
50,"Max efficiency 0.1",170,634672689,200214595,793317456,272331579,748618702,689803194,503815601,632575573,954979814,144713638,890553119,640050016,74262069,908233036
50,"Max efficiency 0.1",171,909357508,131380324,212023217,896139416,30813033,406975751,399125732,820804956,99748439,975053711,264883034,517901497,344165865,482348252
50,"Max efficiency 0.1",172,828409106,543384828,249034615,101947623,947846534,613051475,806296078,300332623,395698580,169349055,425738914,24470131,587891832,805629103
50,"Max efficiency 0.1",173,840013451,330697437,482795732,240524918,355731426,822135035,523671826,500881195,853679201,470295357,590443026,358739564,36801845,790727830
50,"Max efficiency 0.1",174,949380422,102077494,588626348,485663228,422421590,227609,421034590,525265682,453694329,175660390,201156838,794488431,284594809,804992122
50,"Max efficiency 0.1",175,22292910,227153672,57486461,119024126,335644545,803823402,399398711,902414636,174545962,135641727,807665685,388562439,356531296,487690238
50,"Max efficiency 0.1",176,89181089,624581609,530883340,828801543,415756946,157222875,333363562,159590420,949385596,254249550,434640711,859965456,830071622,645620364
50,"Max efficiency 0.1",177,517003378,503622750,754685037,574366046,386210685,264090590,624901208,117824243,671746491,461406623,327946134,933042897,480043208,603864073
50,"Max efficiency 0.1",178,254403283,719505893,679473246,887643885,240205918,537802771,398415891,844605358,48093981,575890111,80452686,392217912,169936459,845548853
50,"Max efficiency 0.1",179,155626703,727262696,198057852,287765862,573104503,964547039,207095557,244264232,426057056,463418770,172371743,678774774,87026331,18726546
50,"Max efficiency 0.1",180,381022034,660015717,252112727,75340891,611492212,696857943,997535382,814485414,885398174,691755673,726592730,453852672,738987951,490678872
50,"Max efficiency 0.1",181,684691348,718359534,754209340,357471505,986217417,364146386,708290817,831250127,650240602,99649277,838671479,101793238,42223797,232734704
50,"Max efficiency 0.1",182,375690875,511833691,305629101,874340906,301480457,320666392,982123634,655893109,48736713,388753559,656898905,488879365,735090,430076820
50,"Max efficiency 0.1",183,954342474,60263249,520509623,337971044,45529728,207311140,601308414,328342600,245441440,329459189,837165583,55772617,497595584,197248427
50,"Max efficiency 0.1",184,725489697,630544241,1540131,37534744,114343446,310724085,446989019,488959105,319543463,508237568,258853945,141715974,661761692,143023354
50,"Max efficiency 0.1",185,526718221,883197090,813506802,633127157,730265144,1736138,466505224,525686091,899397357,41667128,561614046,25156272,875119219,68977575
50,"Max efficiency 0.1",186,4189461,508697526,435469088,169198839,738621249,384773835,310445378,788282770,372359536,644796881,596503057,831034005,915367720,60755490
50,"Max efficiency 0.1",187,226746418,930379846,701158439,830627128,625651273,709498134,859444131,296090523,683886081,774043671,411905526,618792248,838229955,705773894
50,"Max efficiency 0.1",188,172521069,550241503,984126018,272223575,482247476,329869405,593811999,537561635,837510122,174608685,602736133,188723269,267526364,936047252
50,"Max efficiency 0.1",189,592312824,98795083,409455243,177581283,860850326,610886899,908803120,160231695,50059363,217033711,822706898,970983475,524828360,516498975
50,"Max efficiency 0.1",190,813001496,517245379,277387760,805124620,888174476,641441052,177519773,13598431,313495888,258680028,58756688,211030706,710846580,520917460
